"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
7.796547910E2,5.233943273E1,4.879375580E0,1.020389664E1,1.628000069E1,2.685000000E2,4.133478165E0,2.960573435E0
7.806548971E2,5.233942535E1,4.879172380E0,1.046908958E1,1.511999989E1,2.678999939E2,3.790092468E0,2.805933952E0
7.816554473E2,5.233941799E1,4.878960460E0,1.058461935E1,1.460000038E1,2.672000122E2,3.790092468E0,2.642074823E0
7.826555968E2,5.233941116E1,4.878754340E0,1.059956725E1,1.428999996E1,2.671000061E2,3.790092468E0,2.570571184E0
7.836551960E2,5.233940544E1,4.878551300E0,1.085560735E1,1.385000038E1,2.671000061E2,3.790092468E0,2.547609568E0
7.846551932E2,5.233939465E1,4.878355500E0,1.095032854E1,1.340999985E1,2.670000000E2,3.790092468E0,2.831733465E0
7.856551951E2,5.233938669E1,4.878166680E0,1.101429599E1,1.296000004E1,2.667999878E2,3.790092468E0,3.209644079E0
7.866552541E2,5.233937572E1,4.877992150E0,1.096663410E1,1.255000019E1,2.675000000E2,3.790092468E0,3.453117132E0
7.876551990E2,5.233937220E1,4.877833940E0,1.298869421E1,1.190999985E1,2.672000122E2,3.790092468E0,3.139996767E0
7.886553473E2,5.233936686E1,4.877662840E0,1.292804173E1,1.169999981E1,2.675000000E2,3.790092468E0,3.113339901E0
7.896550975E2,5.233936169E1,4.877498930E0,1.286666119E1,1.132999992E1,2.672999878E2,3.790092468E0,3.083962202E0
7.906553252E2,5.233935628E1,4.877341900E0,1.264036727E1,1.089999962E1,2.675000000E2,3.978659630E0,3.120185375E0
7.916555395E2,5.233935079E1,4.877205490E0,1.295095028E1,9.960000038E0,2.675000000E2,4.011969090E0,3.142223120E0
7.926549225E2,5.233935042E1,4.877089260E0,1.256764339E1,9.420000076E0,2.672000122E2,3.790092468E0,2.994774818E0
7.936550776E2,5.233934630E1,4.876953740E0,1.257659311E1,9.319999695E0,2.670000000E2,3.790092468E0,3.037589312E0
7.946545724E2,5.233934101E1,4.876828890E0,1.274637493E1,8.750000000E0,2.666000061E2,3.800506830E0,3.077154875E0
7.956549099E2,5.233933113E1,4.876706890E0,1.389765826E1,8.189999580E0,2.667000122E2,3.790092468E0,3.190907955E0
7.966548612E2,5.233932647E1,4.876589190E0,1.394983032E1,8.050000191E0,2.665000000E2,3.945213318E0,3.462154865E0
